name;value_euro;wage_euro;height_cm;weight_kgs;age;nationality;overall_rating;positions;preferred_foot;club_team
S. Santoro;425000.0;1000.0;154.94;73.9;19;Italy;60;CM,RM;Right;Palermo
R. Aoki;325000.0;1000.0;175.26;68.0;23;Japan;60;LW;Left;Nagoya Grampus
S. Koita;425000.0;1000.0;170.18;67.1;19;Mali;60;ST;Left;Wolfsberger AC
M. Bokoum;325000.0;1000.0;152.4;71.2;19;Belgium;60;LM;Left;AS Béziers
A. Bolivar;325000.0;2000.0;172.72;73.0;23;Argentina;60;CM,CDM;Right;Gimnasia y Esgrima La Plata
D. Margush;290000.0;1000.0;187.96;79.8;21;Australia;60;GK;Right;Adelaide United
S. Al Najai;280000.0;3000.0;175.26;59.0;22;Saudi Arabia;60;CDM,CM,CAM;Right;Al Qadisiyah
M. Heča;170000.0;1000.0;193.04;86.2;27;Czech Republic;60;GK;Right;Sparta Praha
P. Mbodji;325000.0;2000.0;182.88;77.1;21;Senegal;60;CM,CDM;Right;Getafe CF
M. Sorensen;400000.0;2000.0;185.42;73.0;20;Denmark;60;CB,LB;Left;Brentford
C. Maghoma;240000.0;1000.0;195.58;88.0;21;DR Congo;60;CB;Right;Arka Gdynia
Qi Tianyu;230000.0;2000.0;154.94;76.2;26;China PR;60;CDM,RB;Right;Shandong Luneng TaiShan FC
J. Etou;240000.0;1000.0;175.26;69.9;24;France;60;CDM;Left;AS Béziers
Z. Grich;280000.0;1000.0;175.26;68.9;22;France;60;LM;Left;Chamois Niortais Football Club
R. Husić;240000.0;1000.0;190.5;87.1;23;Germany;60;GK;Left;VfR Aalen
T. Nichols;260000.0;2000.0;152.4;74.8;25;England;60;ST;Right;Bristol Rovers
A. Keita;375000.0;1000.0;187.96;82.1;18;United States;60;CB,LB;Left;Columbus Crew SC
D. Esmel;375000.0;1000.0;154.94;78.0;20;Ivory Coast;60;LW,ST,LM;Right;1. FC Kaiserslautern
R. Jendrusch;210000.0;1000.0;190.5;83.0;22;Germany;60;GK;Right;FC Erzgebirge Aue
A. Camara;280000.0;2000.0;195.58;83.9;21;Senegal;60;CB;Right;KV Kortrijk
U. Tezel;280000.0;1000.0;154.94;68.0;22;Germany;60;RB,RWB,RM,RW;Right;SC Preußen Münster
Shan Pengfei;210000.0;2000.0;154.94;76.2;25;China PR;60;RB,LB;Right;Dalian YiFang FC
A. Ward;240000.0;1000.0;170.18;68.0;23;United States;60;RB,LB;Right;DC United
S. Folan;210000.0;1000.0;185.42;76.2;27;Republic of Ireland;60;CB;Right;Dundalk
Cristian Rodríguez;325000.0;5000.0;154.94;69.9;22;Spain;60;CAM,CM;Right;Atlético Madrid
F. Juárez;375000.0;1000.0;152.4;66.2;20;Argentina;60;CM;Right;Club Atlético Talleres
Park Yong Ji;250000.0;1000.0;182.88;73.0;26;Korea Republic;60;RM,LM,ST;Right;Sangju Sangmu FC
A. Dales;280000.0;2000.0;154.94;69.9;24;England;60;LM,RM;Right;Dundee FC
S. Bougrine;325000.0;1000.0;175.26;68.0;22;Morocco;60;CM;Right;Paris FC
R. Tranberg;230000.0;1000.0;185.42;81.2;26;Sweden;60;CDM,CM,LB;Right;Dalkurd FF
J. Jones;290000.0;3000.0;175.26;68.0;23;Scotland;60;CM,RM;Right;Crewe Alexandra
B. Garré;400000.0;7000.0;170.18;63.0;18;Argentina;60;LW;Left;Manchester City
E. Tapsoba;280000.0;1000.0;193.04;83.9;20;Burkina Faso;60;CB;Right;Vitória Guimarães
J. Oates;170000.0;2000.0;154.94;79.8;27;Australia;60;RB;Right;Exeter City
C. O'Grady;170000.0;3000.0;190.5;78.0;33;England;60;ST;Right;Oldham Athletic
D. Camacho;400000.0;1000.0;152.4;71.2;21;Colombia;60;CM;Right;La Equidad
Shi Liang;200000.0;2000.0;175.26;68.9;29;China PR;60;CM,CDM;Right;Beijing Renhe FC
E. Bullaude;425000.0;1000.0;182.88;73.0;18;Argentina;60;ST,RM;Right;Godoy Cruz
M. Burgess;280000.0;1000.0;185.42;69.9;24;Australia;60;CAM,RW;Left;Wellington Phoenix
Chen Jie;210000.0;2000.0;175.26;69.9;29;China PR;60;CM,CDM;Right;Beijing Renhe FC
C. Baker-Richardson;325000.0;4000.0;185.42;73.0;23;England;60;ST;Right;Swansea City
A. Mojica;280000.0;1000.0;152.4;72.1;20;Colombia;60;RB;Right;Deportivo Cali
E. Reijnders;400000.0;1000.0;167.64;55.8;18;Netherlands;60;LM;Right;PEC Zwolle
G. Nyamsi;290000.0;3000.0;193.04;84.8;22;France;60;CB;Right;Stade Rennais FC
M. Rhead;110000.0;3000.0;193.04;106.1;34;England;60;ST,CF;Right;Lincoln City
M. Boudjemaa;425000.0;2000.0;154.94;69.9;20;France;60;CDM;Right;En Avant de Guingamp
K. Browne;140000.0;1000.0;190.5;86.2;32;Republic of Ireland;60;CB;Left;Waterford FC
V. Sirotov;220000.0;1000.0;152.4;67.1;27;Russia;60;RM;Left;Zagłębie Lubin
M. Behrens;260000.0;1000.0;193.04;88.9;21;Germany;60;GK;Right;Hamburger SV
M. Molina;425000.0;2000.0;182.88;72.1;19;Argentina;60;ST;Right;Independiente
M. Bleve;210000.0;1000.0;182.88;83.9;23;Italy;60;GK;Right;Lecce
A. Bodart;280000.0;1000.0;182.88;74.8;20;Belgium;60;GK;Right;Standard de Liège
C. Ainley;450000.0;2000.0;172.72;64.0;21;England;60;RM,CM;Right;Crewe Alexandra
D. Leadbitter;170000.0;2000.0;182.88;76.2;28;England;60;RB;Right;Bristol Rovers
J. Christensen;400000.0;1000.0;152.4;64.9;17;Denmark;60;CM;Right;FC Nordsjælland
Álvaro García;425000.0;1000.0;182.88;69.9;18;Spain;60;CM,CDM;Left;Albacete BP
D. Sánchez;230000.0;1000.0;152.4;69.9;25;Colombia;60;LB;Left;Itagüí Leones FC
J. van Benthem;300000.0;1000.0;190.5;77.1;20;Netherlands;60;CB;Right;Heracles Almelo
L. Fraser;425000.0;1000.0;185.42;81.2;21;Canada;60;CDM;Right;Toronto FC
J. Rodríguez;200000.0;1000.0;185.42;79.8;25;Mexico;60;GK;Right;Puebla FC
B. Čečarić;270000.0;1000.0;190.5;78.0;25;Serbia;60;ST;Right;Cracovia
Son Suk Yong;290000.0;1000.0;175.26;66.2;20;Korea Republic;60;ST;Right;Daegu FC
R. Sallinger;210000.0;1000.0;195.58;84.8;23;Austria;60;GK;Right;TSV Hartberg
M. Gjerstrøm;375000.0;1000.0;182.88;78.0;21;Norway;60;CM;Right;Strømsgodset IF
F. Graudenz;220000.0;1000.0;154.94;76.2;27;Germany;60;LM,RM;Left;FC Energie Cottbus
A. Hadenius;210000.0;1000.0;187.96;83.0;27;Sweden;60;CDM,CB;Right;Dundee FC
K. Forenc;190000.0;1000.0;190.5;91.2;26;Poland;60;GK;Left;Zagłębie Lubin
F. Rieder;300000.0;2000.0;175.26;68.9;22;Austria;60;CM,CDM;Right;FC Wacker Innsbruck
K. Tanno;120000.0;1000.0;182.88;74.8;32;Japan;60;GK;Right;Cerezo Osaka
M. Al Olayan;240000.0;3000.0;170.18;68.0;24;Saudi Arabia;60;RB,CDM;Right;Al Taawoun
Z. Medley;375000.0;5000.0;193.04;74.8;18;England;60;CB;Left;Arsenal
M. Drawz;450000.0;1000.0;152.4;71.2;20;Poland;60;ST,RM,CAM;Left;Hamburger SV
Garijo;375000.0;2000.0;152.4;68.9;19;Spain;60;CM;Right;Real Betis
B. Öztürk;240000.0;2000.0;185.42;74.8;23;Turkey;60;CB;Right;Antalyaspor
O. González;325000.0;2000.0;167.64;59.9;21;Mexico;60;RB,LB;Right;Tiburones Rojos de Veracruz
S. Spahiu;350000.0;1000.0;172.72;73.9;19;Belgium;60;CM;Right;Royal Excel Mouscron
T. Ivanof;325000.0;2000.0;175.26;69.9;21;Belgium;60;CAM,RW,LW;Right;KV Kortrijk
D. Abella;325000.0;2000.0;182.88;74.8;20;Mexico;60;ST;Right;Deportivo Toluca
I. Ogbu;325000.0;1000.0;187.96;78.0;19;Nigeria;60;CB,CM;Right;Rosenborg BK
S. Seth;325000.0;1000.0;170.18;64.9;20;Nigeria;60;RB,CB;Right;Yeni Malatyaspor
M. Mužek;230000.0;1000.0;182.88;81.2;23;Croatia;60;LB;Left;St. Mirren
D. Vokic;250000.0;1000.0;190.5;78.9;22;Slovenia;60;CDM;Right;Benevento
D. Tagami;220000.0;1000.0;154.94;78.0;25;Japan;60;CB;Right;V-Varen Nagasaki
O. Sail;210000.0;1000.0;193.04;79.8;23;New Zealand;60;GK;Right;Wellington Phoenix
Yang Jiawei;220000.0;3000.0;182.88;73.0;27;China PR;60;RM,LM,RW;Right;Jiangsu Suning FC
A. Moreno;290000.0;1000.0;170.18;64.9;23;United States;60;ST,LW;Right;Chicago Fire
Qiu Tianyi;160000.0;2000.0;193.04;82.1;30;China PR;60;CB;Right;Tianjin TEDA FC
T. Tillman;400000.0;4000.0;182.88;73.9;20;Germany;60;CAM,LW,RW;Right;1. FC Nürnberg
Z. Elbouzedi;400000.0;1000.0;154.94;69.9;20;Republic of Ireland;60;CAM;Right;Waterford FC
A. Erlingmark;325000.0;1000.0;187.96;79.8;20;Sweden;60;CM;Right;IFK Göteborg
M. Heinrich;300000.0;1000.0;154.94;74.8;21;Germany;60;LM,LW,CAM;Right;SC Preußen Münster
R. Charles-Cook;300000.0;1000.0;175.26;68.9;22;England;60;CAM,CM;Right;Gillingham
Pau Rosales;300000.0;1000.0;182.88;77.1;19;Spain;60;CB;Right;CF Reus Deportiu
S. Paintsil;280000.0;2000.0;167.64;66.2;22;Ghana;60;LM,LW;Right;FC Admira Wacker Mödling
I. Rojas;325000.0;1000.0;152.4;76.2;21;Colombia;60;CDM;Left;Envigado FC
P. Pusic;350000.0;1000.0;170.18;63.0;20;Switzerland;60;CM,CDM;Right;Grasshopper Club Zürich
P. Fassnacht;240000.0;1000.0;154.94;78.9;23;Germany;60;LB;Left;FC Carl Zeiss Jena
M. Abu Shararah;220000.0;3000.0;175.26;76.2;28;Saudi Arabia;60;ST;Right;Al Raed
Xavi Fabra;280000.0;1000.0;175.26;68.0;23;Spain;60;RM,LM;Right;CF Reus Deportiu
W. Tchimbembé;450000.0;1000.0;154.94;73.9;20;France;60;RM,LM,CAM;Left;ESTAC Troyes
F. Faist;140000.0;1000.0;154.94;76.2;29;Austria;60;GK;Left;TSV Hartberg
T. Iida;220000.0;1000.0;152.4;73.0;24;Japan;60;RB;Right;Shimizu S-Pulse
G. Güney;400000.0;3000.0;154.94;72.1;19;Turkey;60;CDM;Right;Galatasaray SK
B. Moore;210000.0;3000.0;175.26;72.1;30;England;60;ST,RW;Right;Bury
E. Kamsoba;325000.0;1000.0;165.1;64.9;22;Burundi;60;LW,RW;Right;Melbourne Victory
C. Topaloglu;180000.0;2000.0;185.42;78.9;26;Turkey;60;GK;Left;Çaykur Rizespor
Zhang Xiuwei;290000.0;2000.0;172.72;64.0;22;China PR;60;CDM,CM,CAM;Right;Guangzhou Evergrande Taobao FC
D. Love;240000.0;2000.0;152.4;72.1;24;Scotland;60;RB;Right;Sunderland
J. Vreman;280000.0;1000.0;187.96;78.0;21;Netherlands;60;CB;Right;De Graafschap
E. Dahl Reitan;300000.0;1000.0;154.94;69.9;21;Norway;60;RB;Right;FK Bodø/Glimt
F. Núñez;300000.0;2000.0;175.26;69.9;23;Argentina;60;RM;Right;Godoy Cruz
H. Goya;280000.0;2000.0;152.4;68.0;25;Japan;60;ST;Right;Gamba Osaka
E. Besea;375000.0;2000.0;182.88;74.8;21;Ghana;60;CM;Right;Venezia FC
D. Hume;300000.0;1000.0;172.72;59.9;22;England;60;LB,RB;Left;Sunderland
Lee Jong Won;200000.0;1000.0;175.26;69.9;29;Korea Republic;60;CM,CDM;Left;Sangju Sangmu FC
L. Kosakiewicz;170000.0;1000.0;175.26;71.2;28;Poland;60;LB,RM;Right;Korona Kielce
B. Şen;375000.0;2000.0;193.04;81.2;20;Turkey;60;GK;Right;Galatasaray SK
B. Wiles;375000.0;2000.0;175.26;66.2;19;England;60;CM,CAM;Right;Rotherham United
H. Fukushima;190000.0;1000.0;182.88;78.0;25;Japan;60;GK;Left;Urawa Red Diamonds
N. Iwadate;140000.0;2000.0;182.88;78.0;30;Japan;60;GK;Right;Urawa Red Diamonds
M. Balcılar;300000.0;2000.0;170.18;66.2;22;Turkey;60;ST;Right;Çaykur Rizespor
Tao Yuan;250000.0;3000.0;152.4;60.8;26;China PR;60;LW,RM;Right;Jiangsu Suning FC
D. Chessa;250000.0;1000.0;175.26;59.9;26;Germany;60;LM,LB;Left;KFC Uerdingen 05
K. O'Hara;230000.0;1000.0;190.5;78.0;22;Republic of Ireland;60;GK;Right;Macclesfield Town
Zhang Sipeng;130000.0;2000.0;187.96;78.0;31;China PR;60;GK;Right;Guizhou Hengfeng FC
A. van der Heide;400000.0;1000.0;172.72;69.9;17;Netherlands;60;LW;Left;SC Heerenveen
Zhang Xiaobin;270000.0;3000.0;187.96;72.1;25;China PR;60;CM,CDM;Right;Tianjin Quanjian FC
S. Habergham;180000.0;3000.0;182.88;73.0;27;England;60;LB;Left;Lincoln City
D. Aymerich;270000.0;1000.0;175.26;73.9;23;Mexico;60;CM;Right;Puebla FC
C. Odoi-Atsem;240000.0;1000.0;152.4;68.0;23;United States;60;RB;Right;DC United
R. Browne;280000.0;1000.0;175.26;74.8;23;Antigua & Barbuda;60;LM,RM;Right;Yeovil Town
A. King;325000.0;4000.0;154.94;74.8;23;Scotland;60;CM;Right;Swansea City
J. Maxted;200000.0;1000.0;182.88;71.2;25;England;60;GK;Right;Accrington Stanley
Marcus Vinícius;100000.0;1000.0;182.88;72.1;34;Brazil;60;RM;Right;Arka Gdynia
S. Nealis;270000.0;1000.0;193.04;82.1;22;United States;60;CB;Right;New York Red Bulls
B. Makendzhiev;;;182.88;76.2;30;Bulgaria;60;GK;Right;Bulgaria
S. Asta;400000.0;1000.0;152.4;74.8;18;Germany;60;RB;Right;FC Augsburg
I. Musalami;160000.0;2000.0;175.26;66.2;30;Saudi Arabia;60;CDM;Right;Al Hazem
K. Miś;240000.0;1000.0;182.88;73.0;22;Poland;60;LB;Right;Wisła Płock
P. Ng;270000.0;2000.0;154.94;77.1;22;England;60;RB,CB;Right;Crewe Alexandra
Ke Zhao;160000.0;2000.0;175.26;69.9;29;China PR;60;LWB,LM;Left;Henan Jianye FC
J. Chicco;425000.0;2000.0;185.42;73.0;21;Argentina;60;CDM,CM;Right;Boca Juniors
M. Hingerl;325000.0;1000.0;182.88;72.1;22;Germany;60;CM,CDM;Right;SG Sonnenhof Großaspach
Park Chang Jun;260000.0;1000.0;175.26;64.9;22;Korea Republic;60;RB;Right;Gangwon FC
N. Gallardo;325000.0;2000.0;152.4;72.1;21;Argentina;60;LB;Left;River Plate
D. Casey;350000.0;1000.0;182.88;84.8;21;Republic of Ireland;60;CB;Right;Cork City
O. Zanzala;350000.0;1000.0;185.42;72.1;22;Congo;60;ST;Right;Accrington Stanley
M. Berden;325000.0;2000.0;175.26;68.0;21;Netherlands;60;RW,LW;Right;Vitesse
A. Oteh;450000.0;1000.0;182.88;73.0;20;England;60;ST;Right;Walsall
P. Prado;270000.0;3000.0;172.72;69.9;23;Peru;60;RB,CDM;Right;FC Nantes
R. Lawan;190000.0;1000.0;152.4;78.0;31;Sweden;60;CM,RM;Right;Dalkurd FF
Kim Han Gil;280000.0;1000.0;152.4;68.9;23;Korea Republic;60;RW;Left;FC Seoul
S. Kono;260000.0;1000.0;152.4;69.9;25;Japan;60;CAM,CM,ST;Right;V-Varen Nagasaki
S. Jones;250000.0;2000.0;187.96;78.0;27;Wales;60;ST,CF;Right;Shrewsbury
C. Lewis;300000.0;1000.0;172.72;72.1;22;New Zealand;60;CAM,LM,CM;Left;Scunthorpe United
M. Górski;210000.0;1000.0;182.88;74.8;29;Poland;60;ST;Right;Korona Kielce
C. Chastang;250000.0;1000.0;182.88;78.0;20;France;60;CDM,RB;Right;Clermont Foot 63
F. Agu;375000.0;1000.0;165.1;59.9;19;Germany;60;LB,RB,LW;Right;VfL Osnabrück
V. Henry;220000.0;1000.0;152.4;73.0;25;France;60;RB,LM;Right;Stade Brestois 29
M. Kessel;130000.0;1000.0;175.26;69.9;34;Germany;60;LM,CAM;Left;SC Fortuna Köln
Feng Jing;260000.0;1000.0;175.26;69.9;25;China PR;60;RM;Right;Chongqing Dangdai Lifan FC SWM Team
J. Bednarczyk;450000.0;1000.0;182.88;69.9;20;Poland;60;LM,LB;Left;FC St. Pauli
D. Pugh;90000.0;2000.0;182.88;76.2;36;England;60;CM,LB;Left;Port Vale
G. Taylor;170000.0;2000.0;152.4;73.0;29;England;60;CB;Left;Cambridge United
L. Bätge;260000.0;1000.0;187.96;88.0;21;Germany;60;GK;Right;FC Würzburger Kickers
Wang Weicheng;240000.0;2000.0;154.94;64.9;27;China PR;60;CAM;Right;Chongqing Dangdai Lifan FC SWM Team
Liu Huan;160000.0;3000.0;182.88;73.9;30;China PR;60;LB;Right;Beijing Sinobo Guoan FC
D. Evtimov;190000.0;1000.0;190.5;83.0;25;Bulgaria;60;GK;Left;Accrington Stanley
V. Theocharis;325000.0;1000.0;154.94;68.0;20;Greece;60;CM,CDM;Right;Panathinaikos FC
I. La Rocca;60000.0;2000.0;187.96;77.1;35;Italy;60;CB;Left;Melbourne City FC
M. Barisic;290000.0;1000.0;187.96;83.9;24;Slovenia;60;RW,ST;Right;Padova
H. Gueye;400000.0;1000.0;187.96;78.9;20;Senegal;60;CB;Left;Chamois Niortais Football Club
G. Bruna;220000.0;1000.0;170.18;64.0;28;Argentina;60;LM,CAM;Left;Derry City
L. Ranieri;400000.0;3000.0;185.42;73.9;19;Italy;60;CB,LB;Left;Foggia
E. Embleton;450000.0;1000.0;172.72;64.0;19;England;60;CM,RM;Right;Grimsby Town
C. Riascos;240000.0;1000.0;152.4;73.9;24;Colombia;60;RB,LB;Right;Atlético Huila
N. Lüchinger;240000.0;2000.0;175.26;68.9;24;Switzerland;60;RB,RM;Right;FC St. Gallen
G. Taft;220000.0;2000.0;190.5;73.9;25;England;60;CB;Left;Cambridge United
S. Laiton;350000.0;1000.0;198.12;79.8;19;France;60;GK;Right;AJ Auxerre
S. Sinclair;190000.0;2000.0;170.18;67.1;31;England;60;CM;Right;Bristol Rovers
E. Cantú;350000.0;3000.0;170.18;59.9;20;Mexico;60;CM,RM;Right;Monterrey
D. Corcoran;210000.0;1000.0;182.88;82.1;30;Republic of Ireland;60;ST;Right;Bohemian FC
Sui Weijie;50000.0;1000.0;187.96;88.0;35;China PR;60;GK;Right;Chongqing Dangdai Lifan FC SWM Team
G. Della Bernardina;400000.0;1000.0;187.96;79.8;20;Italy;60;CB;Right;Cittadella
A. Nava;425000.0;2000.0;170.18;63.0;19;Mexico;60;RM;Right;Club Tijuana
G. Van Moerzeke;280000.0;2000.0;190.5;74.8;21;Belgium;60;CB,RB;Right;Sporting Lokeren
J. Pereyra;450000.0;1000.0;154.94;71.2;20;Argentina;60;CM,CAM,CDM;Left;Rosario Central
A. Rwatubyaye;250000.0;1000.0;185.42;78.9;22;Rwanda;60;CB;Right;Sporting Kansas City
B. Galván;425000.0;1000.0;165.1;64.9;18;Argentina;60;ST,RW;Right;Club Atlético Colón
M. Merghem;325000.0;2000.0;152.4;69.9;21;France;60;CM;Right;En Avant de Guingamp
S. Haji;425000.0;1000.0;172.72;68.0;19;Kenya;60;CAM,RM;Right;San Jose Earthquakes
F. Sachpekidis;375000.0;1000.0;154.94;76.2;21;Sweden;60;LM,RM;Right;Kalmar FF
I. Rønning;260000.0;1000.0;193.04;84.8;26;Norway;60;ST;Right;Ranheim Fotball
K. Saka;240000.0;1000.0;175.26;72.1;23;Japan;60;CB;Right;Shonan Bellmare
A. Barry;230000.0;1000.0;154.94;77.1;26;Republic of Ireland;60;CB;Left;Bohemian FC
F. Sjølstad;240000.0;1000.0;187.96;78.0;24;Norway;60;CDM;Right;Molde FK
D. Fitz;450000.0;1000.0;175.26;67.1;19;Austria;60;CAM;Right;FK Austria Wien
T. Matsuda;280000.0;1000.0;165.1;62.1;23;Japan;60;CAM,RW,LW,CF;Right;Shonan Bellmare
H. Sarpei;300000.0;2000.0;152.4;72.1;20;Ghana;60;CDM;Right;SpVgg Greuther Fürth
M. Al Otaibi;250000.0;4000.0;170.18;58.1;25;Saudi Arabia;60;LM;Left;Al Wehda
R. Lauwers;350000.0;1000.0;154.94;69.9;19;Belgium;60;CAM;Right;Willem II
F. Costa;160000.0;2000.0;187.96;88.9;30;Argentina;60;GK;Right;Patronato
A. Tutte;210000.0;2000.0;175.26;74.8;28;England;60;CM;Right;Morecambe
S. Kaptein;325000.0;1000.0;152.4;68.9;19;Netherlands;60;RM;Right;PEC Zwolle
M. Acikgöz;375000.0;3000.0;154.94;74.8;19;Turkey;60;CM,CAM,RM;Right;Beşiktaş JK
K. Riksvold;260000.0;1000.0;182.88;73.0;25;Norway;60;RW,LW;Right;Ranheim Fotball
J. David;375000.0;1000.0;190.5;88.9;19;Germany;60;CDM,CB;Right;Hamburger SV
K. Ramsay;375000.0;3000.0;152.4;66.2;18;England;60;RB,CB;Right;Southampton
Kim Gyeong Min;350000.0;1000.0;185.42;78.0;22;Korea Republic;60;ST,RW;Right;Jeonnam Dragons
J. Kamata;120000.0;2000.0;152.4;73.9;33;Japan;60;CB,RB;Right;Kashiwa Reysol
E. Balcombe;350000.0;1000.0;182.88;76.2;19;England;60;GK;Right;Brentford
Z. Brault-Guillard;400000.0;3000.0;170.18;66.2;20;Canada;60;RB;Right;Montreal Impact
Wang Fei;210000.0;2000.0;175.26;62.1;26;China PR;60;RB,RM,LB;Right;Henan Jianye FC
M. Medina;325000.0;1000.0;152.4;69.9;21;Colombia;60;CDM;Left;Patriotas Boyacá FC
J. Hunt;170000.0;2000.0;154.94;64.9;28;England;60;LB;Left;Stevenage
C. Cooke;290000.0;1000.0;172.72;72.1;22;England;60;CM;Right;Peterborough United
S. Matsubara;180000.0;1000.0;182.88;79.8;26;Japan;60;GK;Right;Shonan Bellmare
R. Ziegele;425000.0;4000.0;185.42;81.2;21;Germany;60;CB;Right;VfL Wolfsburg
S. Arnold;170000.0;1000.0;185.42;83.9;29;England;60;GK;Right;Shrewsbury
J. Segovia;160000.0;1000.0;185.42;88.9;29;Argentina;60;CB;Left;América de Cali
E. Katayama;200000.0;1000.0;154.94;77.1;27;Japan;60;RB,CB;Right;Cerezo Osaka
V. Cabezas;375000.0;1000.0;185.42;78.9;21;Colombia;60;GK;Right;Deportivo Pasto
F. Kelleher;240000.0;2000.0;190.5;79.8;22;Republic of Ireland;60;CB;Right;Macclesfield Town
J. Ngando;325000.0;2000.0;170.18;59.9;19;Cameroon;60;LW;Right;Amiens SC
Sergio García;260000.0;1000.0;187.96;79.8;21;Spain;60;GK;Right;Real Zaragoza
M. Pélican;350000.0;4000.0;175.26;73.9;20;France;60;LW,ST;Left;OGC Nice
N. Hernández;350000.0;1000.0;154.94;73.9;21;Colombia;60;CB;Left;Atlético Nacional
I. Louza;450000.0;2000.0;152.4;64.9;19;France;60;LM;Left;FC Nantes
M. Skenderović;400000.0;4000.0;182.88;73.0;20;Montenegro;60;ST;Left;TSV Hartberg
E. Sørensen;425000.0;4000.0;187.96;77.1;19;Denmark;60;ST,CF;Right;Blackpool
W. Kuzain;400000.0;1000.0;152.4;73.0;20;United States;60;CDM,CM;Left;Sporting Kansas City
M. Viviani;400000.0;1000.0;154.94;67.1;18;Italy;60;CDM,CM;Right;Brescia
D. Bulman;50000.0;1000.0;175.26;74.8;40;England;60;CM,CDM;Right;Crawley Town
M. Gneba;400000.0;2000.0;175.26;72.1;19;France;60;RW;Right;Amiens SC
Zhang Mengqi;170000.0;2000.0;152.4;64.9;29;China PR;60;CDM;Right;Guizhou Hengfeng FC
H. Narzary;;;152.4;73.9;24;India;60;LM,RM,ST;Left;India
Jiang Ning;180000.0;2000.0;175.26;73.9;32;China PR;60;CM;Right;Hebei China Fortune FC
D. Johnson;260000.0;1000.0;152.4;82.1;26;England;60;ST;Right;Motherwell
R. Willmott;210000.0;2000.0;175.26;77.1;28;England;60;CAM,RM,RWB;Right;Newport County
N. Capaldo;450000.0;2000.0;152.4;73.0;21;Argentina;60;CM;Right;Boca Juniors
A. Fejzullahu;230000.0;1000.0;185.42;77.1;25;Albania;60;RB;Right;Neuchâtel Xamax
N. Diallo;290000.0;3000.0;152.4;72.1;22;France;60;LB;Left;Stade Rennais FC
M. Peano;375000.0;1000.0;185.42;69.9;20;Argentina;60;GK;Right;Unión de Santa Fe
J. Sotirio;280000.0;2000.0;175.26;71.2;23;Australia;60;RW,LW;Right;Western Sydney Wanderers
N. Maeda;270000.0;1000.0;175.26;66.2;24;Japan;60;CAM,RM,LM;Left;Nagoya Grampus
M. Stevens;300000.0;2000.0;154.94;73.9;21;England;60;ST;Right;Peterborough United
S. Al Dosari;220000.0;2000.0;152.4;59.9;27;Saudi Arabia;60;RM,RB;Right;Al Hazem
C. Frommann;375000.0;2000.0;185.42;78.0;20;Germany;60;GK;Right;SC Freiburg
N. Janvier;450000.0;2000.0;170.18;72.1;20;France;60;CAM,RM;Right;Stade Rennais FC
E. Cardozo;400000.0;1000.0;165.1;59.0;18;Argentina;60;CAM,CM;Right;Racing Club
C. Sánchez;350000.0;1000.0;193.04;88.0;19;Cuba;60;GK;Left;Real Sporting de Gijón
Baselga;450000.0;1000.0;152.4;68.9;20;Spain;60;ST,RW;Right;Real Zaragoza
V. Demaku;375000.0;1000.0;152.4;72.1;19;Austria;60;CDM,CM;Right;FK Austria Wien
B. Al Baqi;170000.0;4000.0;185.42;88.9;29;Saudi Arabia;60;GK;Right;Al Ahli
M. Batmaz;375000.0;1000.0;154.94;77.1;18;Turkey;60;ST;Right;Karlsruher SC
A. Gafaiti;230000.0;1000.0;185.42;76.2;24;Algeria;60;CB;Right;Yeovil Town
Y. Suzuki;260000.0;1000.0;182.88;69.9;25;Japan;60;RM,CF;Right;Kawasaki Frontale
K. Athiu;260000.0;2000.0;200.66;84.8;26;South Sudan;60;ST;Right;Melbourne Victory
J. Valencia;425000.0;1000.0;187.96;79.8;19;Colombia;60;ST;Left;Millonarios FC
A. Putna;230000.0;1000.0;187.96;81.2;24;United States;60;GK;Right;Real Salt Lake
Lin Liangming;400000.0;1000.0;152.4;73.9;21;China PR;60;RM,LM,ST;Right;UD Almería
E. Louro;210000.0;1000.0;190.5;102.1;23;United States;60;GK;Right;New York Red Bulls
M. Versteeg;290000.0;1000.0;182.88;77.1;21;Netherlands;60;ST;Right;De Graafschap
J. Vergara Berrio;350000.0;1000.0;152.4;68.9;20;Netherlands;60;CAM,LW;Right;De Graafschap
J. Karlstrøm;290000.0;1000.0;200.66;89.8;22;Norway;60;GK;Right;Tromsø IL
M. Janssen;250000.0;1000.0;152.4;69.9;20;Netherlands;60;CB,RB;Right;De Graafschap
T. Reid;325000.0;3000.0;185.42;86.2;21;England;60;RB;Right;Swansea City
M. Eberwein;300000.0;1000.0;193.04;78.0;22;Germany;60;CAM,ST,CF;Right;SC Fortuna Köln
N. Cowburn;230000.0;1000.0;154.94;74.8;24;Australia;60;LB,RB;Right;Newcastle Jets
A. Kay;50000.0;2000.0;154.94;84.8;36;England;60;CDM,CB,CM;Right;Port Vale
I. Camara;425000.0;1000.0;152.4;73.0;18;France;60;ST;Right;Red Star FC
A. De Francesco;290000.0;1000.0;182.88;73.0;24;Italy;60;CM,CAM;Right;Spezia
V. van den Bogert;290000.0;1000.0;185.42;81.2;19;Netherlands;60;CB;Right;Willem II
M. Tonge;90000.0;2000.0;182.88;73.9;35;England;60;CM,CDM;Right;Port Vale
S. Tanasijevic;240000.0;2000.0;182.88;72.1;21;Serbia;60;CB;Right;Chievo Verona
